bus_categories,grp_cat_counts,grp_cat_avg_stars
-Ethiopian-Restaurants,1,4
-Active Life-Day Spas-Beauty & Spas-Swimming Pools-Sports Clubs,1,3.5
-Women's Clothing-Men's Clothing-Fashion-Shopping-Children's Clothing,1,4.5
-Sushi Bars-American (New)-Restaurants,1,3.5
-Active Life-Rafting/Kayaking,1,3.5
-Food-Desserts-Restaurants-Burgers,1,3.5
-Active Life-Disc Golf-Parks,1,4.5
-Bars-Music Venues-Arts & Entertainment-Dance Clubs-Dive Bars-Nightlife,1,3.5
-Hot Dogs-Mexican-Restaurants,1,4.5
-Caterers-Event Planning & Services-Barbeque-Restaurants,1,2.5
-Coffee & Tea-Food-Bars-Nightlife-Restaurants-Sandwiches,1,4
-Food-Specialty Food-Grocery-Fruits & Veggies,1,4.5
-Bars-Seafood-Irish-Pubs-Nightlife-Restaurants,1,4
-Arts & Entertainment-Music Venues-Bars-Dive Bars-Nightlife-American (New)-Restaurants,1,4
-Landmarks & Historical Buildings-Public Services & Government-Local Flavor,1,4.5
-Food-Convenience Stores-Shopping-Drugstores,1,4
-Asian Fusion-Buffets-Restaurants,1,3
-Active Life-Hotels & Travel-Campgrounds-Parks,1,4.5
-Shopping-Computers-Home & Garden-Local Services-IT Services & Computer Repair-Appliances,1,3.5
-Department Stores-Grocery-Fashion-Shopping-Food-Automotive-Tires,1,3
-Lingerie-Shopping-Fashion-Adult,1,3
-Thai-Asian Fusion-Restaurants,1,3.5
-Pubs-Bars-Nightlife-Restaurants,1,3.5
-Sporting Goods-Shopping-Guns & Ammo-Outdoor Gear,1,4
-Bars-American (New)-American (Traditional)-Nightlife-Restaurants,1,3.5
-Grocery-Food-Ethnic Food-Indian-Specialty Food-Restaurants,1,4
-Nightlife-Seafood-Steakhouses-Bars-Restaurants,1,3.5
-Local Services-Arts & Crafts-Shopping-Fabric Stores-Sewing & Alterations,1,4.5
-Food-Cheese Shops-Specialty Food,1,4.5
-Yoga-Beauty & Spas-Food-Juice Bars & Smoothies-Fitness & Instruction-Active Life-Massage,1,4.5
-Gastropubs-Wine Bars-Bars-Nightlife-Restaurants,1,4
-Shopping Centers-Landmarks & Historical Buildings-Shopping-Public Services & Government,1,3.5
-Food-Delis-Coffee & Tea-Restaurants,1,4
-Food-Bagels-Sandwiches-Restaurants,1,3.5
-Bars-American (Traditional)-Dance Clubs-Nightlife-Sports Bars-Restaurants,1,3
-Food-Donuts-Cafes-Juice Bars & Smoothies-Restaurants,1,4.5
"-Videos & Video Game Rental-Books, Mags, Music & Video-Shopping-Adult",1,5
-Active Life-Wedding Planning-Golf-Event Planning & Services,1,3
-Shopping-Beauty & Spas-Arts & Crafts-Costumes-Cosmetics & Beauty Supply-Wigs,1,5
-Fast Food-Restaurants-Italian,1,2.5
-Performing Arts-Arts & Entertainment-Art Galleries-Shopping,1,3.5
-Shopping-Food-Gift Shops-Specialty Food-Flowers & Gifts-Local Flavor,1,4.5
-Food-Grocery-Shopping-Home & Garden-Furniture Stores,1,4.5
-Bars-Asian Fusion-Nightlife-Restaurants,1,4
-Spanish-Steakhouses-Restaurants,1,3.5
-Sushi Bars-Asian Fusion-Restaurants,1,3.5
-Active Life-Swimming Pools-Parks,1,4.5
-Arts & Entertainment-Casinos-Bars-Lounges-Nightlife,1,3
-American (New)-Nightlife-Restaurants,1,4
-Chicken Wings-Bars-Restaurants-Sports Bars-Nightlife,1,2.5
-Vegetarian-Indian-Gluten-Free-Restaurants,1,3.5
-Food-Desserts-Street Vendors,1,5
-Museums-Active Life-Arts & Entertainment-Parks,1,4
-Bars-Pool Halls-Sports Bars-Nightlife,1,2.5
-Burgers-Diners-Restaurants,1,4
-Art Schools-Specialty Schools-Education,1,2.5
-Hot Dogs-Food Stands-Restaurants,1,4.5
-Delis-Restaurants-Sandwiches-Italian,1,4.5
"-Books, Mags, Music & Video-Shopping",1,4
"-Food-Beer, Wine & Spirits-Bars-Nightlife-Wine Bars",1,4.5
-Dive Bars-Bars-Arts & Entertainment-Nightlife-Music Venues,1,4
-Greek-Lebanese-Mediterranean-Middle Eastern-Restaurants,1,4.5
-Asian Fusion-Sushi Bars-Restaurants,1,4
-Bakeries-Food-Gluten-Free-Donuts-Restaurants,1,4.5
-Auto Repair-Automotive-Oil Change Stations,1,3
-Bars-American (Traditional)-Nightlife-Sports Bars-Barbeque-Restaurants,1,3.5
-Nightlife-Comedy Clubs,1,4
-Bars-Music Venues-Arts & Entertainment-Nightlife-American (New)-Sports Bars-Restaurants,1,3.5
-Handyman-Home Services-Heating & Air Conditioning/HVAC,1,5
-Hair Salons-Nail Salons-Beauty & Spas,1,3
-Hobby Shops-Shopping-Event Planning & Services-Party & Event Planning-Arts & Crafts,1,4.5
-Specialty Schools-Shopping-Cooking Schools-Home & Garden-Kitchen & Bath-Education,1,4
-Food-Hawaiian-Restaurants,1,4.5
-Arts & Crafts-Shopping-Costumes,1,4.5
-American (New)-Salad-Restaurants,1,3
-Seafood-Restaurants-American (New)-Italian,1,4
-Fast Food-Asian Fusion-Restaurants,1,4.5
-Dive Bars-Bars-Nightlife-Sports Bars,1,3.5
-Window Washing-Home Services,1,5
-Bars-American (Traditional)-Caribbean-Nightlife-American (New)-Restaurants,1,2.5
-Keys & Locksmiths-Home Services,1,5
-Food-Burgers-Fast Food-Ice Cream & Frozen Yogurt-Restaurants,1,3
-Burgers-Steakhouses-Barbeque-Restaurants,1,2.5
-Shopping-Home & Garden-Furniture Stores,1,4.5
-Active Life-Arts & Entertainment-Stadiums & Arenas-Horse Racing-Restaurants,1,4
-Computers-Shopping-Home & Garden-Appliances,1,3
-American (Traditional)-Mexican-Event Planning & Services-Hotels & Travel-Hotels-Restaurants,1,4
-Food-Ice Cream & Frozen Yogurt-Burgers-Fast Food-Restaurants,1,4
-Delis-Restaurants-Italian,1,4.5
-Live/Raw Food-Gluten-Free-Vegan-Restaurants,1,4
-Solar Installation-Windows Installation-Home Services,1,4.5
"-Grocery-Shopping-Florists-Food-Beer, Wine & Spirits-Caterers-Event Planning & Services-Flowers & Gifts",1,4
-Food-Herbs & Spices-Specialty Food,1,4.5
-Home Services-Apartments-Event Planning & Services-Hotels & Travel-Real Estate-Hotels,1,4
-Hotels & Travel-Hotels-Event Planning & Services-Restaurants,1,4
"-Fashion-Shopping-Used, Vintage & Consignment-Home & Garden-Kitchen & Bath-Women's Clothing",1,5
-Local Services-Pest Control,1,5
-Active Life-Playgrounds-Parks,1,4.5
-Food-Desserts-Sandwiches-Restaurants-Barbeque-Pizza,1,4
-Korean-Chinese-Restaurants,1,4.5
-Arts & Entertainment-Music Venues-Casinos-Nightlife-Hotels & Travel-Event Planning & Services-Hotels,1,3.5
-Burgers-Hot Dogs-Mediterranean-Restaurants,1,3.5
-Delis-Italian-Restaurants,1,3.5
-Soup-Vietnamese-Comfort Food-Restaurants,1,4
-Jazz & Blues-Arts & Entertainment-Soul Food-Nightlife-Restaurants,1,3.5
-Bars-American (Traditional)-Pool Halls-Nightlife-Sports Bars-Restaurants,1,3.5
-Bars-Spanish-Nightlife-Lounges-Basque-Restaurants,1,4
-German-Pubs-Bars-Nightlife-Restaurants,1,4
-Asian Fusion-Mexican-Restaurants,1,4
-Food-Grocery-Shopping-Photography Stores & Services,1,3.5
-Burgers-American (New)-Barbeque-Restaurants,1,4.5
-Italian-American (Traditional)-Restaurants,1,4
-Food-Ethnic Food-Specialty Food-Mediterranean-Restaurants,1,4.5
-Food-Desserts-Coffee & Tea,1,4.5
-Burgers-Seafood-Restaurants,1,3.5
-Electronics-Shopping,1,3
-Restaurants-Pizza-Gluten-Free-Italian,1,4
-Home Services-Heating & Air Conditioning/HVAC-Contractors,1,4.5
-Greek-Southern-Mediterranean-Restaurants,1,3
-Breakfast & Brunch-Bars-American (Traditional)-Nightlife-Restaurants,1,4
-Caterers-Pizza-Event Planning & Services-Restaurants,1,4
-Pizza-Gluten-Free-Restaurants,1,3.5
"-Food-Beer, Wine & Spirits-Irish-American (Traditional)-Restaurants",1,3.5
-Food-Specialty Food-Coffee & Tea-Ice Cream & Frozen Yogurt-Chocolatiers & Shops,1,4
-Food-Coffee & Tea-Creperies-Restaurants,1,4
-Ethiopian-Vegan-Restaurants,1,4
-Irish-Restaurants,1,3.5
-Arts & Entertainment-Pizza-Nightlife-Music Venues-Restaurants,1,3.5
-American (Traditional)-American (New)-Chicken Wings-Restaurants,1,4.5
-Bars-American (Traditional)-Nightlife-Lounges-American (New)-Restaurants,1,4
-Modern European-Delis-Restaurants,1,4
-Sushi Bars-Japanese-Gluten-Free-Restaurants,1,3.5
-Skin Care-Eyelash Service-Hair Removal-Beauty & Spas,1,5
-Restaurants-American (New)-Italian,1,4
-Arts & Entertainment-Music Venues-Bars-Nightlife-American (New)-Restaurants,1,3.5
-Bars-Nightlife-Lounges-Restaurants,1,3.5
-Shopping-Home Decor-Home & Garden-Furniture Stores,1,4
-Active Life-Museums-Arts & Entertainment-Amusement Parks-Parks,1,4.5
-Asian Fusion-Diners-Restaurants,1,3.5
-Active Life-Bars-Nightlife-Sports Bars-Bowling,1,3.5
"-Videos & Video Game Rental-Books, Mags, Music & Video-Shopping",1,4
-Pizza-American (New)-Sandwiches-Restaurants,1,3.5
-Seafood-Caribbean-Hawaiian-Restaurants,1,4
-Skin Care-Day Spas-Beauty & Spas-Health & Medical-Medical Spas,1,4
-Bars-American (Traditional)-Pubs-Nightlife-Lounges-Restaurants,1,3.5
-Pubs-Bars-Sports Bars-Nightlife,1,3
-Bakeries-Food-Polish-Restaurants,1,4.5
-African-Caribbean-Restaurants,1,4
-Pet Groomers-Pet Services-Pets,1,5
-Bars-Restaurants-Nightlife-Lounges-Italian,1,3.5
-Food-Convenience Stores-Hot Dogs-Restaurants,1,4
-Cuban-Latin American-Restaurants,1,3.5
