,cat_counts,cat_avg_stars
-Day Spas-Hair Removal-Massage-Beauty & Spas,1,3.5
-Art Schools-Specialty Schools-Shopping-Jewelry-Accessories-Fashion-Education,1,5.0
-Arts & Entertainment-Shopping-Art Galleries-Venues & Event Spaces-Event Planning & Services-Performing Arts,1,4.0
-Food-Ice Cream & Frozen Yogurt-Coffee & Tea-Desserts,1,4.0
-Shopping-Home Services-Home & Garden-Lighting Fixtures & Equipment-Furniture Stores-Home Decor,1,3.5
-Women's Clothing-Shopping Centers-Fashion-Shopping-Accessories,1,4.5
"-Women's Clothing-Used, Vintage & Consignment-Fashion-Shopping-Accessories",1,4.5
-Allergists-Doctors-Health & Medical,1,4.5
"-Arts & Entertainment-American (Traditional)-Food-Beer, Wine & Spirits-Cinema-Restaurants",1,4.0
-Arts & Crafts-Shopping-Costumes-Party & Event Planning-Event Planning & Services,1,4.5
-Local Services-Pest Control,1,5.0
-Music Venues-Bars-Arts & Entertainment-Nightlife-Lounges,1,4.0
-Grocery-Mexican-Food-Ethnic Food-Specialty Food-Restaurants,1,4.0
-Active Life-Climbing-Hiking-Parks,1,4.5
-Bars-Food-Breweries-Nightlife-American (New)-Sports Bars-Restaurants,1,3.5
-Fashion-Shopping-Sporting Goods-Women's Clothing-Fitness & Instruction-Active Life-Yoga-Sports Wear,1,4.0
-Soup-Seafood-Mexican-Restaurants,1,4.0
-Arts & Entertainment-Music Venues-Dance Clubs-Nightlife-American (New)-Restaurants,1,3.5
-Acupuncture-Doctors-Health & Medical-Naturopathic/Holistic,1,4.5
-Bars-Hawaiian-Nightlife-Lounges-American (New)-Restaurants,1,3.5
-Hotels & Travel-Landmarks & Historical Buildings-Tours-Public Services & Government,1,3.5
-Bars-American (Traditional)-Arts & Entertainment-Arcades-Nightlife-Sports Bars-Restaurants,1,3.0
-Food-Do-It-Yourself Food-Ice Cream & Frozen Yogurt-Desserts,1,4.0
"-Food-Beer, Wine & Spirits-American (New)-Restaurants",1,3.5
-Skin Care-Day Spas-Tanning-Beauty & Spas,1,4.5
-Active Life-Venues & Event Spaces-Amateur Sports Teams-Event Planning & Services,1,4.5
-Vegetarian-Gluten-Free-Vegan-Restaurants,1,5.0
-Bakeries-Food-French-Restaurants,1,4.0
-Hotels & Travel-Taxis-Airport Shuttles-Limos-Transportation,1,3.0
-Latin American-Caribbean-Restaurants,1,3.5
-Soul Food-Cajun/Creole-Southern-Restaurants,1,3.0
-Burgers-Bars-American (New)-Nightlife-Restaurants,1,3.5
-Nightlife-Mexican-Tex-Mex-Restaurants,1,3.0
-Arts & Crafts-Shopping-Antiques,1,3.5
-Delis-Breakfast & Brunch-Restaurants,1,3.5
"-Hair Salons-Used, Vintage & Consignment-Fashion-Shopping-Beauty & Spas",1,4.5
-Landscaping-Landscape Architects-Home Services,1,3.0
-Vegetarian-Persian/Iranian-Mediterranean-Restaurants,1,3.5
-Food-Specialty Food-Meat Shops-Ethnic Food-Cheese Shops,1,4.5
-Food-Bakeries-Grocery-Delis-Restaurants,1,4.5
-Art Galleries-Arts & Entertainment-Thrift Stores-Shopping,1,5.0
-Active Life-Gyms-Fitness & Instruction-Tanning-Beauty & Spas,1,4.5
-American (Traditional)-Cafes-Delis-Restaurants,1,3.5
-Food-Burgers-American (New)-Breweries-Restaurants,1,4.0
-Fast Food-Sushi Bars-Japanese-Restaurants,1,3.0
-Argentine-Restaurants,1,4.0
-Bakeries-Food-Specialty Food-Ethnic Food,1,4.5
-Health Markets-Food-Shopping-Specialty Food,1,3.5
-Active Life-Skating Rinks,1,3.5
-Shopping Centers-Shopping-Outlet Stores-Chinese-Restaurants,1,4.0
-Bakeries-Food-Sandwiches-French-Restaurants,1,3.5
-Department Stores-Fashion-Shopping-Drugstores-Discount Store,1,2.0
-Food-Coffee & Tea-Pizza-Sandwiches-Restaurants,1,3.5
-Wine Bars-Bars-Nightlife-French-Restaurants,1,4.0
-Basque-Spanish-Restaurants,1,2.5
-Shopping-Home Decor-Food-Arts & Crafts-Home & Garden-Chocolatiers & Shops-Specialty Food-Event Planning & Services-Cards & Stationery-Flowers & Gifts,1,4.0
-Delis-Vegetarian-Restaurants,1,4.0
-Food-Ethnic Food-Restaurants-Vietnamese-Specialty Food,1,4.0
-Burgers-American (Traditional)-Mexican-Restaurants,1,4.5
-Burgers-Breakfast & Brunch-Sandwiches-Restaurants,1,4.0
-Food-Donuts-Cafes-Juice Bars & Smoothies-Restaurants,1,4.5
-Food-Street Vendors-Restaurants-Salad-Juice Bars & Smoothies,1,4.5
-Automotive-Auto Parts & Supplies-Car Dealers,1,3.5
-Health & Medical-Dentists-Orthodontists-General Dentistry-Cosmetic Dentists,1,4.0
-Hobby Shops-Shopping-Event Planning & Services-Party & Event Planning-Arts & Crafts,1,4.5
"-Food-Beer, Wine & Spirits-Event Planning & Services-Venues & Event Spaces",1,4.5
"-Food-Beer, Wine & Spirits-Ice Cream & Frozen Yogurt",1,4.5
-Vegetarian-Vegan-Chinese-Restaurants,1,3.5
-Nightlife-Bars-Sports Bars-Barbeque-Restaurants,1,4.0
-Art Galleries-Arts & Entertainment-Fashion-Shopping,1,5.0
-Food-Donuts-Breakfast & Brunch-Restaurants,1,4.5
-Taiwanese-Restaurants,1,3.5
-Sushi Bars-Asian Fusion-Chinese-Restaurants,1,4.0
-British-Restaurants,1,4.5
-Nightlife-American (Traditional)-Karaoke-Bars-Restaurants,1,3.5
-Children's Clothing-Fashion-Shopping,1,4.5
-Bars-Nightlife-Hotels & Travel-Event Planning & Services-Hotels-Restaurants,1,2.5
-Electricians-Lighting Fixtures & Equipment-Home Services-Home Theatre Installation,1,5.0
-Pubs-Bars-American (New)-Nightlife-Restaurants,1,3.5
-Shopping-Nurseries & Gardening-Home Services-Home & Garden-Landscaping,1,4.5
-Active Life-Bars-Nightlife-Sports Bars-Bowling,1,3.5
-Arts & Entertainment-Performing Arts-Nightlife-Comedy Clubs,1,4.0
-Active Life-Golf-Local Flavor,1,4.5
-Fashion-Shopping-Accessories-Home & Garden,1,4.5
-Hotels & Travel-Tours,1,4.5
-Food-Seafood-Seafood Markets-Specialty Food-Barbeque-Restaurants,1,3.5
-Soup-Japanese-Restaurants,1,3.5
-Health & Medical-Dentists-Orthodontists,1,4.5
-Food-Desserts-Coffee & Tea-Sandwiches-Restaurants,1,3.5
-Food-Coffee & Tea-Arts & Entertainment,1,4.5
-Burgers-Barbeque-Restaurants,1,3.0
-Bars-Sushi Bars-Japanese-Nightlife-Lounges-Restaurants,1,4.0
-Fast Food-American (Traditional)-Restaurants,1,3.5
-Active Life-Disc Golf-Parks,1,4.5
-Bars-Burgers-Nightlife-Restaurants-Sports Bars-Pizza,1,3.0
-Greek-Restaurants-Mediterranean-Italian,1,3.0
-Doctors-Naturopathic/Holistic-Beauty & Spas-Health & Medical-Obstetricians & Gynecologists-Massage,1,4.5
-Seafood-American (New)-Hawaiian-Restaurants,1,3.5
-Greek-Middle Eastern-Restaurants,1,4.0
-Bars-Restaurants-Wine Bars-Nightlife-Pizza-Italian,1,4.0
-Nightlife-Asian Fusion-Karaoke-Filipino-Restaurants,1,4.0
-Burgers-Steakhouses-Restaurants,1,4.0
-Arts & Entertainment-American (New)-Bars-Nightlife-Lounges-Cinema-Restaurants,1,4.0
-Burgers-American (Traditional)-Steakhouses-Restaurants,1,4.0
-Greek-American (Traditional)-Mediterranean-Restaurants,1,3.5
-Pizza-American (New)-Sandwiches-Restaurants,1,3.5
-Museums-Arts & Entertainment-Nightlife-Music Venues,1,4.5
-Active Life-Steakhouses-Amusement Parks-Restaurants,1,3.5
-Jazz & Blues-Arts & Entertainment-Nightlife-Dance Clubs,1,3.5
-Jazz & Blues-Arts & Entertainment-Art Galleries-Shopping-Nightlife,1,4.0
-Active Life-Recreation Centers-Gyms-Swimming Pools-Fitness & Instruction,1,4.0
-Art Supplies-Shopping-Framing-Arts & Crafts,1,4.0
-Nightlife-Bars-American (Traditional)-Chicken Wings-Restaurants,1,3.5
-Food-Juice Bars & Smoothies-Cafes-Restaurants,1,4.5
-Bars-Wine Bars-Nightlife-Italian-Pizza-Restaurants,1,4.0
"-Fashion-Shopping-Used, Vintage & Consignment-Home & Garden-Antiques-Furniture Stores",1,4.0
-Pet Groomers-Pet Services-Pet Training-Pets-Pet Stores,1,3.5
-Day Spas-Hotels & Travel-Hotels-Event Planning & Services-Beauty & Spas,1,4.0
-Home Services-Garage Door Services,1,3.0
-Food-Bagels-Restaurants-Coffee & Tea-Sandwiches,1,4.5
-Nightlife-Bars-Asian Fusion-Sports Bars-Restaurants,1,4.0
-Greek-American (New)-Restaurants,1,4.0
-Automotive-Motorcycle Repair,1,2.5
"-Food-Specialty Food-Grocery-Beer, Wine & Spirits",1,4.0
-Women's Clothing-Plus Size Fashion-Fashion-Shopping,1,4.5
-Bars-Gay Bars-Karaoke-Nightlife,1,4.0
"-Food-Beer, Wine & Spirits-Grocery-Farmers Market",1,4.0
-Thai-Chinese-Restaurants,1,2.5
-Lingerie-Shopping-Fashion,1,3.5
-Dim Sum-Chinese-Restaurants,1,4.0
-Property Management-Home Services-Real Estate,1,5.0
-Grocery-Food-Ethnic Food-Specialty Food-Middle Eastern-Halal-Restaurants,1,4.0
-Bakeries-Food-Specialty Food,1,3.5
-Indian-Buffets-Halal-Restaurants,1,4.0
-Oral Surgeons-Health & Medical-Dentists-General Dentistry-Cosmetic Dentists,1,4.0
-Specialty Schools-Swimming Pools-Fitness & Instruction-Active Life-Education-Swimming Lessons/Schools,1,4.5
-Active Life-Local Flavor-Parks,1,3.0
"-Books, Mags, Music & Video-Vinyl Records-Shopping",1,4.0
-Sushi Bars-Nightlife-Restaurants,1,3.5
-Soup-Vietnamese-Comfort Food-Restaurants,1,4.0
-American (New)-Buffets-Tex-Mex-Restaurants,1,4.5
-Eyelash Service-Nail Salons-Beauty & Spas,1,4.5
-Thai-Vegetarian-Restaurants,1,4.0
-Children's Clothing-Fashion-Shopping-Baby Gear & Furniture,1,4.0
-Food-Specialty Food-Flowers & Gifts-Shopping-Fruits & Veggies,1,4.5
-Local Services-Community Service/Non-Profit-Thrift Stores-Shopping,1,3.0
-Bars-Restaurants-Nightlife-Italian,1,4.0
-Event Planning & Services-American (Traditional)-Caterers-Comfort Food-Restaurants,1,3.5
-Food-Juice Bars & Smoothies-Filipino-Restaurants,1,4.0
-Food-Specialty Food-Grocery-Seafood Markets,1,4.0
"-Videos & Video Game Rental-Books, Mags, Music & Video-Arts & Entertainment-Shopping-Music & DVDs",1,3.5
-Pet Services-Pet Groomers-Pet Boarding/Pet Sitting-Pets,1,4.5
-Ice Cream & Frozen Yogurt-Food-Restaurants-Desserts-Hot Dogs-Fast Food,1,2.5
-Food-Tea Rooms-Coffee & Tea,1,4.5
"-Food-Beer, Wine & Spirits-Sandwiches-Restaurants",1,4.0
"-Food-Beer, Wine & Spirits-Bars-Sports Bars-Nightlife",1,3.0
-Food-Desserts-Restaurants-Italian,1,2.5
-Doctors-Health & Medical-Family Practice-Urgent Care,1,4.0
-Active Life-Golf-Parks,1,3.0
-Food-Desserts-Creperies-French-Restaurants,1,4.0
-Tires-Automotive-Auto Repair-Oil Change Stations,1,4.0
-Arts & Entertainment-Music Venues-Bars-Dive Bars-Nightlife-American (New)-Restaurants,1,4.0
-Hot Dogs-Mexican-Gluten-Free-Restaurants,1,3.5
-Electronics-Computers-Shopping-Office Equipment,1,3.5
-Dive Bars-Pubs-Bars-Nightlife-Lounges,1,4.0
"-Grocery-Shopping-Florists-Food-Beer, Wine & Spirits-Flowers & Gifts-Restaurants",1,4.0
-Active Life-Dog Parks-Amateur Sports Teams-Parks,1,4.0
-Landmarks & Historical Buildings-Restaurants-Public Services & Government-Tex-Mex,1,3.5
-Fashion-Shopping-Beauty & Spas-Accessories-Tanning-Women's Clothing,1,5.0
-Arts & Entertainment-Pizza-Nightlife-Music Venues-Restaurants,1,3.5
-Local Services-Active Life-Gyms-Child Care & Day Care-Fitness & Instruction,1,3.5
-Professional Services-Television Service Providers-Home Services-Internet Service Providers,1,2.5
-Solar Installation-Windows Installation-Home Services,1,4.5
-Day Spas-Flowers & Gifts-Shopping-Beauty & Spas,1,4.0
"-Music & DVDs-Books, Mags, Music & Video-Electronics-Computers-Shopping",1,3.5
-Food-Bakeries-Coffee & Tea-Vegan-Restaurants,1,4.5
-Italian-Bars-American (Traditional)-Nightlife-Restaurants,1,5.0
-Seafood-Steakhouses-Gluten-Free-Restaurants,1,4.0
-American (New)-Sushi Bars-Restaurants,1,3.5
-Real Estate Services-Home Services-Real Estate-Home Inspectors,1,5.0
-Food-Tea Rooms-Japanese-Restaurants,1,4.5
-Buffets-Filipino-Restaurants,1,3.0
-Fashion-Shopping-Home Decor-Home & Garden-Baby Gear & Furniture-Furniture Stores,1,4.5
-Buffets-Mexican-Restaurants,1,2.0
-Adult Entertainment-Nightlife,1,3.0
-Wine Bars-Bars-Nightlife-Lounges,1,3.5
-Pubs-Bars-Nightlife-Sandwiches-Restaurants,1,3.5
-Italian-Hot Dogs-Sandwiches-Restaurants,1,3.5
-Food-Desserts-Specialty Food,1,4.5
-Breakfast & Brunch-Fast Food-Sandwiches-Restaurants,1,3.5
-Active Life-Parks-Hiking,1,4.5
-Pizza-Mediterranean-Restaurants,1,4.0
-Food-Donuts-Delis-Coffee & Tea-Restaurants,1,4.0
-American (Traditional)-Hot Dogs-Restaurants,1,4.0
-Food-Coffee & Tea-Breakfast & Brunch-Vegan-Restaurants,1,4.0
-Creperies-Fondue-French-Restaurants,1,4.5
-Bars-Sushi Bars-Nightlife-Restaurants,1,3.0
-Nightlife-Bars-Mexican-Tex-Mex-Restaurants,1,3.5
-Shopping-Jewelry-Home & Garden-Home Decor,1,5.0
-Active Life-Health & Medical-Yoga-Physical Therapy-Fitness & Instruction,1,4.5
-Nightlife-Sandwiches-Restaurants,1,4.0
-Shopping-Home & Garden-Antiques-Furniture Stores,1,4.0
-Food-Food Delivery Services,1,2.5
-Food-Desserts-Pizza-Restaurants,1,4.5
-Active Life-Amusement Parks-Event Planning & Services-Venues & Event Spaces,1,4.0
-Arts & Entertainment-Cinema-American (New)-Restaurants,1,3.5
-Vegetarian-Sandwiches-Restaurants,1,4.0
-Bars-Mexican-Nightlife-Local Flavor-Restaurants,1,4.5
-Car Stereo Installation-Automotive,1,4.5
-Beauty & Spas-Hair Removal-Nail Salons,1,2.5
"-Videos & Video Game Rental-Books, Mags, Music & Video-Electronics-Shopping",1,5.0
-Nightlife-Venues & Event Spaces-Event Planning & Services,1,3.5
-Active Life-Dog Parks-Skate Parks-Parks,1,4.0
-Dermatologists-Doctors-Health & Medical-Skin Care-Beauty & Spas,1,3.0
-Sandwiches-Restaurants-Pizza-Italian,1,3.5
-Doctors-Health & Medical-Urgent Care,1,2.0
-Food-Tea Rooms-Breakfast & Brunch-Coffee & Tea-Restaurants,1,4.5
"-Food-Beer, Wine & Spirits-Restaurants",1,2.0
-Bars-Music Venues-Arts & Entertainment-Dive Bars-Nightlife-Comedy Clubs,1,4.5
-Active Life-Skating Rinks-Gyms-Fitness & Instruction,1,2.5
-Greek-Mexican-Restaurants,1,3.0
-Food-Venues & Event Spaces-Farmers Market-Active Life-Horseback Riding-Event Planning & Services,1,5.0
-Reflexology-Health & Medical-Massage-Beauty & Spas,1,4.5
-Arts & Entertainment-Shopping-Home Decor-Art Galleries-Home & Garden-Furniture Stores,1,4.5
-Korean-Sushi Bars-Japanese-Restaurants,1,3.5
-Mexican-Vegan-Restaurants,1,3.5
-Mediterranean-Greek-Middle Eastern-Restaurants,1,4.0
-Nightlife-Bars-Sushi Bars-Japanese-Restaurants,1,2.5
-Day Spas-Beauty & Spas-Restaurants,1,4.5
-Bars-Music Venues-Arts & Entertainment-Nightlife-American (New)-Sports Bars-Restaurants,1,3.5
-Food-Breakfast & Brunch-Bagels-Delis-Restaurants,1,3.0
"-Women's Clothing-Used, Vintage & Consignment-Fashion-Shopping",1,5.0
-Seafood-Buffets-Restaurants,1,3.5
-Hotels & Travel-Boat Charters-Tours-Event Planning & Services-Party & Event Planning,1,4.5
-Cuban-Latin American-Restaurants,1,3.5
-Food-Specialty Food-Farmers Market-Desserts,1,5.0
-American (New)-Barbeque-Restaurants,1,4.5
-Museums-Landmarks & Historical Buildings-Arts & Entertainment-Public Services & Government,1,3.0
-Food-Burgers-Ice Cream & Frozen Yogurt-Diners-Restaurants,1,4.0
-Shopping-Food-Gift Shops-Specialty Food-Flowers & Gifts-Local Flavor,1,4.5
-Food-Desserts-American (New)-Pizza-Restaurants,1,4.0
-Landmarks & Historical Buildings-Public Services & Government,1,3.5
-Grocery-Food-Ethnic Food-Indian-Specialty Food-Restaurants,1,4.0
-American (Traditional)-French-Restaurants,1,3.0
-Active Life-Arts & Entertainment-Professional Sports Teams-Amateur Sports Teams,1,3.0
-Automotive-Motorcycle Dealers,1,2.5
-American (New)-Pizza-Restaurants,1,2.5
-Bakeries-Food-Desserts-Event Planning & Services-Caterers,1,4.5
-Asian Fusion-Sushi Bars-Japanese-Restaurants,1,4.5
-Active Life-Day Spas-Beauty & Spas-Swimming Pools-Sports Clubs,1,3.5
-Women's Clothing-Men's Clothing-Fashion-Shopping-Children's Clothing,1,4.5
-Active Life-Rafting/Kayaking,1,3.5
-Food-Desserts-Restaurants-Burgers,1,3.5
-Piano Bars-Arts & Entertainment-Nightlife-Music Venues,1,3.5
-Shopping-Arts & Crafts-Party & Event Planning-Event Planning & Services-Cards & Stationery-Wedding Planning-Flowers & Gifts,1,5.0
"-Music & DVDs-Books, Mags, Music & Video-Shopping-Bookstores",1,3.5
-Bars-Music Venues-Arts & Entertainment-Dance Clubs-Dive Bars-Nightlife,1,3.5
-Day Spas-Barbers-Beauty & Spas,1,4.5
-Hot Dogs-Mexican-Restaurants,1,4.5
-Caterers-Event Planning & Services-Barbeque-Restaurants,1,2.5
"-Food-Books, Mags, Music & Video-Coffee & Tea-Shopping-Bookstores",1,3.0
-Food-Specialty Food-Grocery-Fruits & Veggies,1,4.5
-Bars-Seafood-Irish-Pubs-Nightlife-Restaurants,1,4.0
-Fast Food-Middle Eastern-Restaurants,1,4.0
-Active Life-Wedding Planning-Golf-Event Planning & Services-Venues & Event Spaces,1,4.0
-Landmarks & Historical Buildings-Public Services & Government-Local Flavor,1,4.5
-Food-Hotels & Travel-Tours,1,5.0
-Food-Convenience Stores-Shopping-Drugstores,1,4.0
-Asian Fusion-Buffets-Restaurants,1,3.0
-Active Life-Hotels & Travel-Campgrounds-Parks,1,4.5
-Shopping-Computers-Home & Garden-Local Services-IT Services & Computer Repair-Appliances,1,3.5
-Department Stores-Grocery-Fashion-Shopping-Food-Automotive-Tires,1,3.0
-Seafood-Steakhouses-American (Traditional)-Restaurants,1,3.5
-Cambodian-Restaurants,1,4.5
-Movers-Window Washing-Home Services-Pool Cleaners,1,5.0
-Afghan-Pakistani-Restaurants,1,4.5
-Lingerie-Shopping-Fashion-Adult,1,3.0
"-Videos & Video Game Rental-Books, Mags, Music & Video-Shopping-Adult",1,5.0
-Nightlife-Seafood-Steakhouses-Bars-Restaurants,1,3.5
-Local Services-Arts & Crafts-Shopping-Fabric Stores-Sewing & Alterations,1,4.5
-Yoga-Beauty & Spas-Food-Juice Bars & Smoothies-Fitness & Instruction-Active Life-Massage,1,4.5
-Gastropubs-Wine Bars-Bars-Nightlife-Restaurants,1,4.0
-Shopping Centers-Landmarks & Historical Buildings-Shopping-Public Services & Government,1,3.5
-Bars-Sports Bars-Nightlife-American (New)-Chicken Wings-Restaurants,1,3.0
-Food-Delis-Coffee & Tea-Restaurants,1,4.0
-Food-Bagels-Sandwiches-Restaurants,1,3.5
-Food-Korean-Grocery-Restaurants,1,4.0
-Sporting Goods-Shopping-Guns & Ammo-Outdoor Gear,1,4.0
-Bars-American (Traditional)-Dance Clubs-Nightlife-Sports Bars-Restaurants,1,3.0
-Hair Salons-Shopping-Cosmetics & Beauty Supply-Beauty & Spas,1,3.0
-Caterers-American (New)-Event Planning & Services-Restaurants,1,4.0
-Active Life-Wedding Planning-Golf-Event Planning & Services,1,3.0
-Food-Pubs-Bars-Breweries-Nightlife,1,2.5
-Shopping-Beauty & Spas-Arts & Crafts-Costumes-Cosmetics & Beauty Supply-Wigs,1,5.0
-Fast Food-Restaurants-Italian,1,2.5
-Food-Bagels-Breakfast & Brunch-Delis-Restaurants,1,4.0
-Performing Arts-Arts & Entertainment-Art Galleries-Shopping,1,3.5
-Soup-Sandwiches-Salad-Restaurants,1,3.5
-Hawaiian-Barbeque-Chinese-Restaurants,1,3.5
-Food-Grocery-Shopping-Home & Garden-Furniture Stores,1,4.5
-Bars-Asian Fusion-Nightlife-Restaurants,1,4.0
-Spanish-Steakhouses-Restaurants,1,3.5
-Sushi Bars-Asian Fusion-Restaurants,1,3.5
-Museums-Active Life-Arts & Entertainment-Parks,1,4.0
-Day Spas-Hair Removal-Beauty & Spas,1,4.5
-Food-Donuts-Coffee & Tea-Bakeries,1,4.5
-Flowers & Gifts-Shopping,1,5.0
-Home Services-Contractors,1,3.0
-Active Life-Swimming Pools-Parks,1,4.5
-Active Life-Yoga-Dance Studios-Fitness & Instruction,1,5.0
-Delis-Restaurants-Event Planning & Services-Caterers,1,3.0
-Bars-American (Traditional)-Pubs-Nightlife-Lounges-Restaurants,1,3.5
-Active Life-Playgrounds-Parks,1,4.5
-Food-Desserts-Sandwiches-Restaurants-Barbeque-Pizza,1,4.0
-Delis-Restaurants-Italian,1,4.5
-Food-Do-It-Yourself Food,1,3.5
-Tattoo-Piercing-Beauty & Spas,1,4.5
-Seafood-Restaurants-American (New)-Italian,1,4.0
-American (New)-Salad-Restaurants,1,3.0
-Vegetarian-Indian-Gluten-Free-Restaurants,1,3.5
-Food-Desserts-Street Vendors,1,5.0
-Sushi Bars-Hawaiian-Chinese-Restaurants,1,4.0
-Arts & Entertainment-American (Traditional)-Nightlife-Music Venues-Restaurants,1,3.5
-Sandwiches-Hawaiian-Restaurants,1,4.0
-Bars-Pool Halls-Sports Bars-Nightlife,1,2.5
-Burgers-Diners-Restaurants,1,4.0
-Mattresses-Shopping-Home & Garden,1,2.5
-Fashion-Shopping-Accessories-Jewelry,1,4.5
-Day Spas-Nutritionists-Health & Medical-Beauty & Spas,1,4.5
-Delis-Restaurants-Sandwiches-Italian,1,4.5
-Dive Bars-Bars-Arts & Entertainment-Nightlife-Music Venues,1,4.0
-Greek-Lebanese-Mediterranean-Middle Eastern-Restaurants,1,4.5
-Asian Fusion-Sushi Bars-Restaurants,1,4.0
-Tobacco Shops-Food-Convenience Stores-Shopping,1,4.0
-Bakeries-Food-Gluten-Free-Donuts-Restaurants,1,4.5
-Arts & Crafts-Shopping-Fabric Stores-Art Supplies,1,4.0
-Bars-American (Traditional)-Nightlife-Sports Bars-Barbeque-Restaurants,1,3.5
-Nightlife-Comedy Clubs,1,4.0
-Buffets-Mongolian-Restaurants,1,3.0
"-Fashion-Shopping-Used, Vintage & Consignment-Home & Garden-Kitchen & Bath-Women's Clothing",1,5.0
-Hotels & Travel-Hotels-Event Planning & Services-Restaurants,1,4.0
-Fast Food-Pizza-Restaurants,1,3.0
-Bars-American (Traditional)-Caribbean-Nightlife-American (New)-Restaurants,1,2.5
-Food-Active Life-Coffee & Tea-Yoga-Fitness & Instruction,1,4.5
-Hot Dogs-Sandwiches-Restaurants,1,3.5
-Bakeries-Food-Restaurants,1,3.0
-Soul Food-Southern-Restaurants,1,4.5
"-Music & DVDs-Books, Mags, Music & Video-Vinyl Records-Shopping",1,3.5
-Shopping-Home Services-Building Supplies-Home & Garden-Hardware Stores-Lighting Fixtures & Equipment,1,3.0
-Doctors-Ear Nose & Throat-Health & Medical-Cosmetic Surgeons,1,3.0
-Cafes-Sandwiches-Restaurants,1,4.5
-Food-Chinese-Restaurants,1,3.0
-Bars-American (Traditional)-Nightlife-Steakhouses-Sports Bars-Restaurants,1,3.0
-Fast Food-Southern-Chicken Wings-Restaurants,1,3.0
-Dive Bars-Bars-Nightlife-Sports Bars,1,3.5
-Window Washing-Home Services,1,5.0
-Vietnamese-Asian Fusion-French-Restaurants,1,4.0
-Food-Herbs & Spices-Specialty Food,1,4.5
-Food-Burgers-Fast Food-Ice Cream & Frozen Yogurt-Restaurants,1,3.0
-Burgers-Steakhouses-Barbeque-Restaurants,1,2.5
-Home Cleaning-Home Services,1,3.0
-Active Life-Arts & Entertainment-Stadiums & Arenas-Horse Racing-Restaurants,1,4.0
-Computers-Shopping-Home & Garden-Appliances,1,3.0
-Bars-American (New)-American (Traditional)-Nightlife-Restaurants,1,3.5
-American (Traditional)-Mexican-Event Planning & Services-Hotels & Travel-Hotels-Restaurants,1,4.0
-Thai-Asian Fusion-Chinese-Restaurants,1,3.0
-Pool Halls-Nightlife,1,4.5
-Bakeries-Food-Pet Services-Pets,1,3.5
-Food-Ice Cream & Frozen Yogurt-Burgers-Fast Food-Restaurants,1,4.0
-Live/Raw Food-Gluten-Free-Vegan-Restaurants,1,4.0
"-Grocery-Shopping-Florists-Food-Beer, Wine & Spirits-Caterers-Event Planning & Services-Flowers & Gifts",1,4.0
-Active Life-Specialty Schools-Education-Swimming Lessons/Schools-Fitness & Instruction,1,5.0
-Specialty Schools-Shopping-Cooking Schools-Home & Garden-Kitchen & Bath-Education,1,4.0
-Food-Hawaiian-Restaurants,1,4.5
-Middle Eastern-Greek-Mediterranean-Restaurants,1,4.0
-Burgers-Seafood-Restaurants,1,3.5
-Ethiopian-Vegan-Restaurants,1,4.0
-Wedding Planning-Event Planning & Services,1,4.5
-Jazz & Blues-Arts & Entertainment-Soul Food-Nightlife-Restaurants,1,3.5
-Bars-American (Traditional)-Pool Halls-Nightlife-Sports Bars-Restaurants,1,3.5
-Plumbing-Home Services,1,5.0
-German-Pubs-Bars-Nightlife-Restaurants,1,4.0
-Asian Fusion-Mexican-Restaurants,1,4.0
-Food-Grocery-Shopping-Photography Stores & Services,1,3.5
-Burgers-American (New)-Barbeque-Restaurants,1,4.5
-Italian-American (Traditional)-Restaurants,1,4.0
-Food-Ethnic Food-Specialty Food-Mediterranean-Restaurants,1,4.5
-Delis-Italian-Restaurants,1,3.5
-Restaurants-Pizza-Gluten-Free-Italian,1,4.0
-Food-Convenience Stores-Hot Dogs-Restaurants,1,4.0
-Home Services-Heating & Air Conditioning/HVAC-Contractors,1,4.5
-Vietnamese-Sushi Bars-Restaurants,1,3.0
-Cafes-Vegan-Restaurants,1,3.5
-Greek-Southern-Mediterranean-Restaurants,1,3.0
-Breakfast & Brunch-Bars-American (Traditional)-Nightlife-Restaurants,1,4.0
-Caterers-Pizza-Event Planning & Services-Restaurants,1,4.0
-Pizza-Gluten-Free-Restaurants,1,3.5
"-Food-Beer, Wine & Spirits-Irish-American (Traditional)-Restaurants",1,3.5
-Food-Specialty Food-Coffee & Tea-Ice Cream & Frozen Yogurt-Chocolatiers & Shops,1,4.0
-Food-Coffee & Tea-Creperies-Restaurants,1,4.0
-Chicken Wings-Bars-Restaurants-Sports Bars-Nightlife,1,2.5
-American (New)-Nightlife-Restaurants,1,4.0
-Arts & Entertainment-Casinos-Bars-Lounges-Nightlife,1,3.0
-Irish-Restaurants,1,3.5
-Food-Gelato-Pizza-Restaurants,1,4.5
-Korean-Chinese-Restaurants,1,4.5
-Active Life-Museums-Arts & Entertainment-Amusement Parks-Parks,1,4.5
-Active Life-Shopping Centers-Shopping-Parks-Local Flavor,1,5.0
-Arts & Entertainment-Music Venues-Casinos-Nightlife-Hotels & Travel-Event Planning & Services-Hotels,1,3.5
-Burgers-Hot Dogs-Mediterranean-Restaurants,1,3.5
-Middle Schools & High Schools-Education,1,3.5
-American (New)-Nightlife-Dance Clubs-Restaurants,1,3.0
